stage,timestamp,target_frequency_hz,repeat,expected_peak_mv,expected_vpp_mv,expected_rms_mv,seq,raw_frequency_hz,frequency_error_hz,raw_peak_code_x100,raw_peak_mv,raw_peak_error_mv,required_correction_gain,firmware_peak_mv,firmware_peak_error_mv,firmware_vpp_mv,firmware_vpp_error_mv,firmware_rms_mv,firmware_rms_error_mv,peak_count,signal_valid,adc_min,adc_max,adc_overrun
before,2026-07-31T14:16:09.278,313500,1,100.000000,200.000000,70.710678,38313,313504,4,10748,86.297842,-13.702158,1.158777533,100.200000,0.200000,200.500000,0.500000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:09.278,313500,2,100.000000,200.000000,70.710678,38315,313504,4,10747,86.289812,-13.710188,1.158885356,100.200000,0.200000,200.500000,0.500000,70.900000,0.189322,1,0,3009,3230,0
before,2026-07-31T14:16:09.278,313500,3,100.000000,200.000000,70.710678,38318,313504,4,10752,86.329958,-13.670042,1.158346440,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3009,3229,0
before,2026-07-31T14:16:09.580,314000,1,100.000000,200.000000,70.710678,38320,314003,3,10746,86.281783,-13.718217,1.158993200,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:09.580,314000,2,100.000000,200.000000,70.710678,38323,314003,3,10746,86.281783,-13.718217,1.158993200,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:09.580,314000,3,100.000000,200.000000,70.710678,38325,314004,4,10743,86.257696,-13.742304,1.159316851,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3009,3228,0
before,2026-07-31T14:16:09.891,314500,1,100.000000,200.000000,70.710678,38328,314503,3,10739,86.225579,-13.774421,1.159748666,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:09.891,314500,2,100.000000,200.000000,70.710678,38330,314504,4,10743,86.257696,-13.742304,1.159316851,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3009,3229,0
before,2026-07-31T14:16:09.891,314500,3,100.000000,200.000000,70.710678,38333,314503,3,10737,86.209520,-13.790480,1.159964695,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3010,3228,0
before,2026-07-31T14:16:10.192,315000,1,100.000000,200.000000,70.710678,38335,315004,4,10738,86.217550,-13.782450,1.159856670,100.300000,0.300000,200.500000,0.500000,70.900000,0.189322,1,0,3010,3230,0
before,2026-07-31T14:16:10.192,315000,2,100.000000,200.000000,70.710678,38338,315003,3,10739,86.225579,-13.774421,1.159748666,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3230,0
before,2026-07-31T14:16:10.192,315000,3,100.000000,200.000000,70.710678,38340,315004,4,10738,86.217550,-13.782450,1.159856670,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:10.500,315500,1,100.000000,200.000000,70.710678,38343,315504,4,10735,86.193462,-13.806538,1.160180804,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:10.500,315500,2,100.000000,200.000000,70.710678,38345,315504,4,10731,86.161345,-13.838655,1.160613263,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3230,0
before,2026-07-31T14:16:10.500,315500,3,100.000000,200.000000,70.710678,38348,315504,4,10731,86.161345,-13.838655,1.160613263,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3009,3228,0
before,2026-07-31T14:16:10.805,316000,1,100.000000,200.000000,70.710678,38350,316003,3,10729,86.145287,-13.854713,1.160829614,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3230,0
before,2026-07-31T14:16:10.805,316000,2,100.000000,200.000000,70.710678,38353,316003,3,10730,86.153316,-13.846684,1.160721428,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:10.805,316000,3,100.000000,200.000000,70.710678,38355,316004,4,10726,86.121199,-13.878801,1.161154291,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:11.109,316500,1,100.000000,200.000000,70.710678,38358,316504,4,10728,86.137258,-13.862742,1.160937819,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:11.109,316500,2,100.000000,200.000000,70.710678,38360,316504,4,10729,86.145287,-13.854713,1.160829614,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3229,0
before,2026-07-31T14:16:11.109,316500,3,100.000000,200.000000,70.710678,38363,316504,4,10726,86.121199,-13.878801,1.161154291,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3010,3228,0
before,2026-07-31T14:16:11.413,317000,1,100.000000,200.000000,70.710678,38365,317004,4,10723,86.097112,-13.902888,1.161479150,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:11.413,317000,2,100.000000,200.000000,70.710678,38368,317003,3,10724,86.105141,-13.894859,1.161370843,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3010,3230,0
before,2026-07-31T14:16:11.413,317000,3,100.000000,200.000000,70.710678,38370,317003,3,10718,86.056966,-13.943034,1.162020986,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:11.723,317500,1,100.000000,200.000000,70.710678,38373,317503,3,10716,86.040907,-13.959093,1.162237862,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:11.723,317500,2,100.000000,200.000000,70.710678,38375,317503,3,10716,86.040907,-13.959093,1.162237862,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:11.723,317500,3,100.000000,200.000000,70.710678,38378,317504,4,10718,86.056966,-13.943034,1.162020986,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3010,3228,0
before,2026-07-31T14:16:12.023,318000,1,100.000000,200.000000,70.710678,38380,318004,4,10715,86.032878,-13.967122,1.162346330,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3229,0
before,2026-07-31T14:16:12.023,318000,2,100.000000,200.000000,70.710678,38383,318004,4,10713,86.016820,-13.983180,1.162563327,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3229,0
before,2026-07-31T14:16:12.023,318000,3,100.000000,200.000000,70.710678,38385,318003,3,10709,85.984703,-14.015297,1.162997565,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3009,3229,0
before,2026-07-31T14:16:12.331,318500,1,100.000000,200.000000,70.710678,38388,318504,4,10709,85.984703,-14.015297,1.162997565,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:12.331,318500,2,100.000000,200.000000,70.710678,38390,318504,4,10709,85.984703,-14.015297,1.162997565,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3011,3229,0
before,2026-07-31T14:16:12.331,318500,3,100.000000,200.000000,70.710678,38393,318504,4,10710,85.992732,-14.007268,1.162888975,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:12.636,319000,1,100.000000,200.000000,70.710678,38395,319004,4,10701,85.920469,-14.079531,1.163867015,100.300000,0.300000,200.700000,0.700000,71.000000,0.289322,1,0,3011,3230,0
before,2026-07-31T14:16:12.636,319000,2,100.000000,200.000000,70.710678,38398,319004,4,10705,85.952586,-14.047414,1.163432128,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:12.636,319000,3,100.000000,200.000000,70.710678,38400,319004,4,10700,85.912440,-14.087560,1.163975787,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3010,3228,0
before,2026-07-31T14:16:12.939,319500,1,100.000000,200.000000,70.710678,38403,319504,4,10702,85.928498,-14.071502,1.163758263,100.300000,0.300000,200.600000,0.600000,70.900000,0.189322,1,0,3011,3230,0
before,2026-07-31T14:16:12.939,319500,2,100.000000,200.000000,70.710678,38405,319504,4,10699,85.904411,-14.095589,1.164084580,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3010,3229,0
before,2026-07-31T14:16:12.939,319500,3,100.000000,200.000000,70.710678,38408,319503,3,10705,85.952586,-14.047414,1.163432128,100.300000,0.300000,200.700000,0.700000,70.900000,0.189322,1,0,3009,3228,0
before,2026-07-31T14:16:13.244,320000,1,100.000000,200.000000,70.710678,38410,320004,4,10699,85.904411,-14.095589,1.164084580,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:13.244,320000,2,100.000000,200.000000,70.710678,38413,320004,4,10702,85.928498,-14.071502,1.163758263,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3229,0
before,2026-07-31T14:16:13.244,320000,3,100.000000,200.000000,70.710678,38415,320004,4,10700,85.912440,-14.087560,1.163975787,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:13.553,320500,1,100.000000,200.000000,70.710678,38418,320504,4,10692,85.848206,-14.151794,1.164846701,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:13.553,320500,2,100.000000,200.000000,70.710678,38420,320503,3,10695,85.872294,-14.127706,1.164519956,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3229,0
before,2026-07-31T14:16:13.553,320500,3,100.000000,200.000000,70.710678,38423,320504,4,10693,85.856236,-14.143764,1.164737765,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:13.852,321000,1,100.000000,200.000000,70.710678,38425,321004,4,10691,85.840177,-14.159823,1.164955657,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3229,0
before,2026-07-31T14:16:13.852,321000,2,100.000000,200.000000,70.710678,38428,321004,4,10681,85.759885,-14.240115,1.166046337,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:13.852,321000,3,100.000000,200.000000,70.710678,38430,321003,3,10689,85.824119,-14.175881,1.165173629,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:14.163,321500,1,100.000000,200.000000,70.710678,38433,321504,4,10685,85.792002,-14.207998,1.165609820,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:14.163,321500,2,100.000000,200.000000,70.710678,38435,321504,4,10688,85.816090,-14.183910,1.165282646,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:14.163,321500,3,100.000000,200.000000,70.710678,38438,321504,4,10684,85.783973,-14.216027,1.165718919,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3009,3227,0
before,2026-07-31T14:16:14.467,322000,1,100.000000,200.000000,70.710678,38440,322004,4,10674,85.703681,-14.296319,1.166811029,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:14.467,322000,2,100.000000,200.000000,70.710678,38443,322004,4,10677,85.727768,-14.272232,1.166483181,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3227,0
before,2026-07-31T14:16:14.467,322000,3,100.000000,200.000000,70.710678,38445,322004,4,10680,85.751856,-14.248144,1.166155517,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:14.770,322500,1,100.000000,200.000000,70.710678,38448,322504,4,10674,85.703681,-14.296319,1.166811029,100.400000,0.400000,200.700000,0.700000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:14.770,322500,2,100.000000,200.000000,70.710678,38450,322504,4,10677,85.727768,-14.272232,1.166483181,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:14.770,322500,3,100.000000,200.000000,70.710678,38453,322504,4,10675,85.711710,-14.288290,1.166701726,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:15.075,323000,1,100.000000,200.000000,70.710678,38455,323004,4,10674,85.703681,-14.296319,1.166811029,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:15.075,323000,2,100.000000,200.000000,70.710678,38458,323004,4,10673,85.695652,-14.304348,1.166920353,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:15.075,323000,3,100.000000,200.000000,70.710678,38460,323004,4,10673,85.695652,-14.304348,1.166920353,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:15.381,323500,1,100.000000,200.000000,70.710678,38463,323504,4,10670,85.671564,-14.328436,1.167248447,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3012,3230,0
before,2026-07-31T14:16:15.381,323500,2,100.000000,200.000000,70.710678,38465,323503,3,10664,85.623389,-14.376611,1.167905188,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:15.381,323500,3,100.000000,200.000000,70.710678,38468,323504,4,10671,85.679593,-14.320407,1.167139062,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:15.682,324000,1,100.000000,200.000000,70.710678,38470,324004,4,10662,85.607330,-14.392670,1.168124266,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:15.682,324000,2,100.000000,200.000000,70.710678,38473,324004,4,10662,85.607330,-14.392670,1.168124266,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:15.682,324000,3,100.000000,200.000000,70.710678,38475,324004,4,10662,85.607330,-14.392670,1.168124266,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3227,0
before,2026-07-31T14:16:15.993,324500,1,100.000000,200.000000,70.710678,38478,324504,4,10657,85.567184,-14.432816,1.168672321,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:15.993,324500,2,100.000000,200.000000,70.710678,38480,324503,3,10661,85.599301,-14.400699,1.168233836,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:15.993,324500,3,100.000000,200.000000,70.710678,38483,324504,4,10663,85.615360,-14.384640,1.168014717,100.400000,0.400000,200.800000,0.800000,71.000000,0.289322,1,0,3010,3229,0
before,2026-07-31T14:16:16.295,325000,1,100.000000,200.000000,70.710678,38485,325004,4,10656,85.559155,-14.440845,1.168781994,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:16.295,325000,2,100.000000,200.000000,70.710678,38488,325004,4,10658,85.575214,-14.424786,1.168562669,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:16.295,325000,3,100.000000,200.000000,70.710678,38490,325004,4,10658,85.575214,-14.424786,1.168562669,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:16.601,325500,1,100.000000,200.000000,70.710678,38493,325504,4,10651,85.519009,-14.480991,1.169330666,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:16.601,325500,2,100.000000,200.000000,70.710678,38495,325504,4,10657,85.567184,-14.432816,1.168672321,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3010,3229,0
before,2026-07-31T14:16:16.601,325500,3,100.000000,200.000000,70.710678,38498,325504,4,10655,85.551126,-14.448874,1.168891687,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:16.907,326000,1,100.000000,200.000000,70.710678,38500,326004,4,10650,85.510980,-14.489020,1.169440462,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:16.907,326000,2,100.000000,200.000000,70.710678,38503,326004,4,10646,85.478863,-14.521137,1.169879854,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:16.907,326000,3,100.000000,200.000000,70.710678,38505,326004,4,10646,85.478863,-14.521137,1.169879854,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:17.211,326500,1,100.000000,200.000000,70.710678,38508,326504,4,10642,85.446746,-14.553254,1.170319576,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:17.211,326500,2,100.000000,200.000000,70.710678,38510,326504,4,10645,85.470834,-14.529166,1.169989753,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:17.211,326500,3,100.000000,200.000000,70.710678,38513,326504,4,10645,85.470834,-14.529166,1.169989753,100.400000,0.400000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:17.514,327000,1,100.000000,200.000000,70.710678,38515,327004,4,10637,85.406600,-14.593400,1.170869693,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:17.514,327000,2,100.000000,200.000000,70.710678,38518,327004,4,10645,85.470834,-14.529166,1.169989753,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:17.514,327000,3,100.000000,200.000000,70.710678,38520,327004,4,10640,85.430688,-14.569312,1.170539561,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:17.825,327500,1,100.000000,200.000000,70.710678,38523,327504,4,10632,85.366454,-14.633546,1.171420328,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3012,3230,0
before,2026-07-31T14:16:17.825,327500,2,100.000000,200.000000,70.710678,38525,327504,4,10635,85.390542,-14.609458,1.171089885,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:17.825,327500,3,100.000000,200.000000,70.710678,38528,327504,4,10637,85.406600,-14.593400,1.170869693,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:18.125,328000,1,100.000000,200.000000,70.710678,38530,328004,4,10629,85.342367,-14.657633,1.171750957,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:18.125,328000,2,100.000000,200.000000,70.710678,38533,328004,4,10632,85.366454,-14.633546,1.171420328,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:18.125,328000,3,100.000000,200.000000,70.710678,38535,328004,4,10629,85.342367,-14.657633,1.171750957,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:18.433,328500,1,100.000000,200.000000,70.710678,38538,328504,4,10628,85.334338,-14.665662,1.171861209,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:18.433,328500,2,100.000000,200.000000,70.710678,38540,328504,4,10627,85.326308,-14.673692,1.171971481,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3010,3228,0
before,2026-07-31T14:16:18.433,328500,3,100.000000,200.000000,70.710678,38543,328504,4,10625,85.310250,-14.689750,1.172192087,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3227,0
before,2026-07-31T14:16:18.737,329000,1,100.000000,200.000000,70.710678,38545,329004,4,10619,85.262075,-14.737925,1.172854405,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3229,0
before,2026-07-31T14:16:18.737,329000,2,100.000000,200.000000,70.710678,38548,329004,4,10623,85.294192,-14.705808,1.172412777,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:18.737,329000,3,100.000000,200.000000,70.710678,38550,329003,3,10623,85.294192,-14.705808,1.172412777,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:19.042,329500,1,100.000000,200.000000,70.710678,38553,329504,4,10618,85.254046,-14.745954,1.172964864,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3012,3228,0
before,2026-07-31T14:16:19.042,329500,2,100.000000,200.000000,70.710678,38555,329504,4,10618,85.254046,-14.745954,1.172964864,100.500000,0.500000,201.000000,1.000000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:19.042,329500,3,100.000000,200.000000,70.710678,38558,329504,4,10618,85.254046,-14.745954,1.172964864,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:19.347,330000,1,100.000000,200.000000,70.710678,38560,330004,4,10618,85.254046,-14.745954,1.172964864,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:19.347,330000,2,100.000000,200.000000,70.710678,38563,330004,4,10610,85.189812,-14.810188,1.173849286,100.500000,0.500000,200.900000,0.900000,71.000000,0.289322,1,0,3011,3228,0
before,2026-07-31T14:16:19.347,330000,3,100.000000,200.000000,70.710678,38565,330004,4,10615,85.229958,-14.770042,1.173296366,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:19.658,330500,1,100.000000,200.000000,70.710678,38568,330504,4,10612,85.205870,-14.794130,1.173628056,100.500000,0.500000,201.000000,1.000000,71.000000,0.289322,1,0,3012,3228,0
before,2026-07-31T14:16:19.658,330500,2,100.000000,200.000000,70.710678,38570,330504,4,10610,85.189812,-14.810188,1.173849286,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:19.658,330500,3,100.000000,200.000000,70.710678,38573,330504,4,10613,85.213900,-14.786100,1.173517472,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:19.957,331000,1,100.000000,200.000000,70.710678,38575,331004,4,10602,85.125578,-14.874422,1.174735043,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:19.957,331000,2,100.000000,200.000000,70.710678,38578,331004,4,10606,85.157695,-14.842305,1.174291998,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:19.958,331000,3,100.000000,200.000000,70.710678,38580,331004,4,10609,85.181783,-14.818217,1.173959933,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:20.268,331500,1,100.000000,200.000000,70.710678,38583,331504,4,10604,85.141637,-14.858363,1.174513478,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:20.268,331500,2,100.000000,200.000000,70.710678,38585,331504,4,10604,85.141637,-14.858363,1.174513478,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:20.268,331500,3,100.000000,200.000000,70.710678,38588,331504,4,10602,85.125578,-14.874422,1.174735043,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3009,3226,0
before,2026-07-31T14:16:20.572,332000,1,100.000000,200.000000,70.710678,38590,332004,4,10599,85.101491,-14.898509,1.175067547,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:20.572,332000,2,100.000000,200.000000,70.710678,38593,332004,4,10601,85.117549,-14.882451,1.174845857,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:20.572,332000,3,100.000000,200.000000,70.710678,38595,332004,4,10600,85.109520,-14.890480,1.174956691,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:20.875,332500,1,100.000000,200.000000,70.710678,38598,332504,4,10593,85.053316,-14.946684,1.175733119,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:20.875,332500,2,100.000000,200.000000,70.710678,38600,332504,4,10591,85.037257,-14.962743,1.175955144,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3228,0
before,2026-07-31T14:16:20.875,332500,3,100.000000,200.000000,70.710678,38603,332504,4,10596,85.077403,-14.922597,1.175400238,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3010,3227,0
before,2026-07-31T14:16:21.180,333000,1,100.000000,200.000000,70.710678,38605,333004,4,10592,85.045286,-14.954714,1.175844121,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:21.180,333000,2,100.000000,200.000000,70.710678,38608,333004,4,10590,85.029228,-14.970772,1.176066187,100.500000,0.500000,201.000000,1.000000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:21.180,333000,3,100.000000,200.000000,70.710678,38610,333004,4,10587,85.005140,-14.994860,1.176399445,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3011,3226,0
before,2026-07-31T14:16:21.488,333500,1,100.000000,200.000000,70.710678,38613,333504,4,10589,85.021199,-14.978801,1.176177252,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3012,3229,0
before,2026-07-31T14:16:21.488,333500,2,100.000000,200.000000,70.710678,38615,333504,4,10591,85.037257,-14.962743,1.175955144,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:21.488,333500,3,100.000000,200.000000,70.710678,38618,333504,4,10584,84.981053,-15.018947,1.176732892,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:21.788,334000,1,100.000000,200.000000,70.710678,38620,334004,4,10578,84.932878,-15.067122,1.177400352,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3011,3227,0
before,2026-07-31T14:16:21.788,334000,2,100.000000,200.000000,70.710678,38623,334004,4,10584,84.981053,-15.018947,1.176732892,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3012,3228,0
before,2026-07-31T14:16:21.788,334000,3,100.000000,200.000000,70.710678,38625,334003,3,10583,84.973024,-15.026976,1.176844083,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3010,3227,0
before,2026-07-31T14:16:22.098,334500,1,100.000000,200.000000,70.710678,38628,334504,4,10577,84.924848,-15.075152,1.177511669,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3012,3228,0
before,2026-07-31T14:16:22.098,334500,2,100.000000,200.000000,70.710678,38630,334504,4,10580,84.948936,-15.051064,1.177177781,100.500000,0.500000,201.100000,1.100000,71.100000,0.389322,1,0,3012,3227,0
